User,Retweet Degree,Reply Degree,Retweet Community,Reply Community
2566,58,9,0,0
2577,58,15,0,0
2814,58,3,0,0
2919,58,187,1,1
3311,58,29,0,1
3847,58,5,0,0
180,57,35,1,0
642,57,27,1,2
1413,57,28,0,1
1498,57,3,0,1
2271,57,296,2,0
2497,57,33,0,1
2616,57,9,0,1
2873,57,71,0,1
2891,57,8,2,1
3016,57,8,0,0
3256,57,11,0,0
3358,57,22,0,0
3491,57,2,0,1
3709,57,63,0,0
807,56,6,0,1
887,56,17,2,1
1014,56,22,0,0
2236,56,48,1,2
2277,56,141,0,0
2301,56,4,0,1
2310,56,18,0,1
2400,56,20,0,1
2607,56,14,0,0
2820,56,13,0,0
3242,56,38,0,0
3490,56,279,1,1
3904,56,8,0,1
3981,56,12,0,0
4021,56,9,0,0
1323,55,6,2,1
1577,55,9,0,1
1645,55,36,0,0
1819,55,136,0,0
1854,55,28,1,0
2042,55,37,0,1
2185,55,64,0,1
2296,55,53,0,1
2701,55,2,0,1
2836,55,64,0,0
3112,55,39,0,0
3188,55,13,2,1
3711,55,49,2,1
3731,55,54,0,1
4007,55,2,0,1
992,54,206,0,0
1116,54,141,2,1
1326,54,4,0,1
1545,54,24,0,1
2154,54,14,0,0
2366,54,115,1,2
2595,54,12,0,1
2623,54,45,0,1
2645,54,10,0,0
2850,54,20,2,1
2994,54,10,0,1
3001,54,15,0,0
3162,54,12,0,0
3181,54,56,0,0
3425,54,10,0,0
3732,54,15,0,0
607,53,99,0,0
749,53,54,0,0
784,53,35,0,0
1113,53,53,2,1
1205,53,9,0,1
1374,53,38,2,1
1462,53,33,1,0
1765,53,14,0,0
1981,53,4,0,0
2173,53,23,0,0
2327,53,56,0,0
2383,53,119,2,1
2517,53,137,2,1
3035,53,9,0,1
3080,53,52,2,1
3111,53,12,0,0
943,52,28,0,1
1106,52,160,2,1
1692,52,26,0,1
1865,52,6,2,1
2096,52,4,0,2
2550,52,45,2,1
2648,52,21,0,0
2711,52,3,0,1
2799,52,20,0,1
2828,52,7,0,0
2880,52,21,0,0
3006,52,12,0,0
3131,52,7,0,1
3292,52,28,0,1
3344,52,68,2,1
3433,52,4,2,1
3464,52,6,0,0
3825,52,3,0,1
3849,52,85,0,0
3915,52,383,1,0
4039,52,5,0,0
544,51,23,0,1
578,51,35,0,1
684,51,18,0,1
928,51,11,0,1
957,51,7,1,0
1122,51,173,1,1
1207,51,14,0,0
1960,51,3,0,1
2164,51,2,0,0
2259,51,27,0,0
2333,51,32,0,0
2459,51,10,0,1
2632,51,16,0,1
2835,51,8,0,1
2944,51,3,0,0
3009,51,110,1,0
3077,51,31,0,1
3105,51,5,0,1
3129,51,19,0,1
3191,51,19,0,1
3223,51,10,0,0
3252,51,12,2,1
4000,51,283,2,1
1560,50,100,0,0
2069,50,45,0,1
2341,50,21,0,0
2426,50,9,1,1
2485,50,16,0,1
2628,50,2,1,1
2917,50,78,0,1
2989,50,10,0,1
3054,50,51,2,1
3072,50,35,1,0
3376,50,24,2,1
3844,50,1,0,1
3926,50,9,0,0
1579,49,9,0,0
2665,49,6,0,1
2753,49,78,2,1
2759,49,2,2,0
2893,49,2,2,1
3417,49,2,0,1
3675,49,8,0,0
3766,49,13,0,1
4040,49,12,0,1
683,48,244,0,0
2071,48,3,0,1
2109,48,28,0,0
2376,48,12,0,0
2622,48,30,0,1
2670,48,9,0,0
2758,48,345,2,1
2805,48,62,0,1
2932,48,19,0,1
2939,48,45,2,1
3030,48,11,0,1
3418,48,3,0,0
3578,48,27,0,1
3582,48,13,2,1
3861,48,10,0,0
3976,48,80,2,1
847,47,10,0,0
1090,47,15,0,1
1375,47,5,0,0
1457,47,22,0,0
1711,47,21,2,1
1785,47,17,0,1
1910,47,7,0,0
2165,47,18,2,1
2199,47,5,2,1
2883,47,6,0,1
3755,47,30,2,1
490,46,10,0,0
620,46,32,1,0
703,46,30,0,0
1278,46,43,0,1
1351,46,28,0,0
1558,46,6,2,1
1743,46,8,0,0
1779,46,28,0,0
1961,46,10,0,0
2326,46,8,0,1
2352,46,22,0,0
2575,46,6,0,1
2655,46,12,0,1
2838,46,5,0,0
2912,46,16,0,1
3011,46,19,0,0
3382,46,1,0,0
3383,46,28,2,1
3397,46,29,0,1
3485,46,10,1,2
3565,46,24,2,1
3574,46,20,0,1
3768,46,42,1,2
3796,46,8,0,1
61,45,72,1,2
506,45,51,2,1
559,45,25,0,1
1029,45,91,0,0
1162,45,32,0,0
1279,45,2,0,1
1349,45,89,0,0
1946,45,18,0,1
2006,45,9,0,0
2089,45,27,0,1
2132,45,17,0,1
2135,45,33,0,1
2209,45,16,0,1
2379,45,32,2,1
2535,45,56,0,1
2582,45,14,0,0
2673,45,12,0,0
2689,45,58,2,1
2727,45,10,0,1
2954,45,34,2,1
3220,45,19,2,1
3287,45,15,0,0
3401,45,4,0,1
3550,45,13,0,0
697,44,40,2,1
906,44,28,0,0
1702,44,5,0,0
1764,44,5,1,0
1905,44,15,2,1
2170,44,4,0,0
2349,44,34,1,2
2762,44,4,0,0
3036,44,11,0,1
3074,44,15,0,1
3120,44,15,0,0
3175,44,18,0,0
3405,44,19,0,1
3593,44,3,0,0
3673,44,37,0,0
3718,44,20,2,1
234,43,6,0,1
853,43,6,0,0
1261,43,12,0,1
1575,43,17,0,0
1594,43,7,0,1
1886,43,3,0,0
1925,43,28,0,1
1984,43,26,0,1
2004,43,27,2,1
2056,43,22,0,1
2134,43,17,0,0
2261,43,20,0,0
2340,43,23,2,1
2546,43,6,0,0
2571,43,10,0,0
2663,43,6,0,0
2785,43,24,2,1
2827,43,12,1,2
2885,43,5,2,1
2978,43,3,0,0
3118,43,64,2,1
3228,43,7,0,1
3449,43,57,0,1
3822,43,56,2,1
3879,43,12,0,0
3892,43,8,0,0
3937,43,10,0,1
3994,43,5,0,0
4044,43,71,0,0
4067,43,11,0,0
1099,42,13,0,1
1179,42,30,0,0
2014,42,49,1,2
2029,42,8,2,1
2202,42,19,0,1
2430,42,1,0,1
2444,42,14,0,0
2464,42,42,0,1
2619,42,9,0,1
2832,42,21,2,1
2945,42,21,0,1
3087,42,9,0,0
3682,42,29,0,0
686,41,43,1,1
914,41,60,2,1
2048,41,15,0,1
2110,41,27,2,1
2198,41,9,0,1
2291,41,8,0,1
2332,41,42,2,1
2767,41,5,0,0
2860,41,18,0,1
2875,41,57,0,1
3015,41,14,2,1
3330,41,25,2,1
3335,41,7,0,1
3373,41,44,2,1
3390,41,5,0,0
3496,41,2,0,1
3651,41,50,0,0
4057,41,2,0,1
1384,40,74,0,1
1528,40,63,0,1
1641,40,29,2,1
2215,40,13,2,1
2359,40,34,0,1
2448,40,14,0,0
2589,40,29,0,0
2780,40,12,0,1
3159,40,2,0,1
3414,40,26,0,1
3467,40,325,1,2
3615,40,74,2,1
3635,40,8,0,0
3764,40,25,1,2
3807,40,12,0,0
4009,40,16,2,1
4016,40,12,0,1
4041,40,25,2,1
375,39,6,0,0
678,39,21,0,1
1017,39,10,0,0
1057,39,27,0,0
1175,39,21,0,1
1218,39,42,0,1
1504,39,59,0,0
1509,39,7,0,1
1992,39,34,0,0
2021,39,10,0,0
2262,39,7,0,1
2463,39,24,0,1
2658,39,7,0,1
2749,39,15,0,1
2754,39,18,0,0
2996,39,45,0,1
3122,39,8,0,1
3263,39,7,0,1
3573,39,18,0,1
3620,39,13,0,1
3628,39,15,0,0
3749,39,1,0,1
3795,39,3,0,1
1141,38,32,2,1
1155,38,14,0,0
1193,38,4,0,1
1304,38,25,2,1
2082,38,20,0,0
2502,38,13,0,0
2608,38,169,2,1
2613,38,113,0,0
2740,38,15,2,1
2903,38,20,0,1
2923,38,16,1,2
3505,38,12,0,2
3547,38,10,2,1
3627,38,18,0,0
3741,38,42,0,1
3961,38,1,0,0
4064,38,3,0,0
176,37,1,0,0
618,37,17,0,0
788,37,114,0,0
997,37,12,0,0
2688,37,42,2,1
2769,37,3,0,0
3198,37,22,2,1
3250,37,18,0,1
3290,37,3,0,0
3535,37,4,0,0
3821,37,8,0,1
3897,37,86,1,0
283,36,131,1,2
329,36,45,2,1
1718,36,7,0,1
1822,36,3,1,0
1848,36,36,0,0
2030,36,9,0,1
2218,36,21,0,0
2234,36,66,2,1
2475,36,17,0,0
2904,36,19,0,1
3037,36,15,0,1
3372,36,16,0,1
3530,36,6,0,2
3745,36,15,0,0
4012,36,4,0,1
4045,36,31,0,0
402,35,7,0,0
552,35,27,1,1
854,35,11,0,0
1158,35,39,1,2
1605,35,1,2,1
1631,35,9,0,0
1724,35,10,0,0
1730,35,24,0,0
1903,35,5,0,1
2266,35,21,0,0
2781,35,374,1,2
2915,35,12,0,1
2920,35,15,2,1
2990,35,3,0,1
3141,35,10,2,1
3307,35,20,1,1
3406,35,85,2,1
3419,35,6,0,0
3862,35,19,0,1
48,34,3,0,1
228,34,9,0,1
571,34,1,0,1
706,34,6,0,0
1923,34,18,0,1
2085,34,45,2,1
2324,34,34,0,1
2526,34,15,0,0
2637,34,2,2,1
2750,34,22,0,0
2795,34,37,0,0
2962,34,4,0,1
3102,34,7,0,1
3208,34,17,1,1
3302,34,11,0,1
3369,34,4,0,0
3393,34,2,2,1
3568,34,10,0,0
3572,34,44,2,1
507,33,52,0,0
600,33,12,0,1
1043,33,15,0,0
1225,33,57,2,1
1446,33,9,2,1
2197,33,52,0,1
2275,33,2,0,1
2303,33,20,0,1
2537,33,92,2,1
2636,33,8,0,1
3034,33,21,0,1
3069,33,4,0,1
3184,33,6,0,1
3338,33,29,0,0
3367,33,8,2,1
3398,33,18,0,1
3681,33,4,0,0
3695,33,101,0,1
3717,33,15,0,0
3870,33,26,0,1
3993,33,4,0,1
4042,33,15,0,1
323,32,4,0,2
733,32,14,0,0
896,32,19,0,1
958,32,13,0,0
1632,32,5,1,0
1983,32,2,2,1
2397,32,258,1,2
2568,32,2,0,0
2668,32,12,0,1
2725,32,117,2,1
2801,32,1,0,1
2991,32,15,0,1
3061,32,9,0,1
3179,32,8,0,0
3403,32,18,0,0
3554,32,20,1,2
3558,32,12,0,1
3614,32,4,0,1
4032,32,27,0,0
638,31,21,0,1
1188,31,10,1,0
1627,31,16,1,0
1768,31,149,2,1
2087,31,31,2,1
2203,31,128,1,2
2508,31,2,0,1
2704,31,1,0,1
2751,31,4,2,1
2763,31,30,2,1
2907,31,2,0,1
2918,31,25,2,1
3748,31,73,1,0
3967,31,8,2,1
3991,31,2,0,0
300,30,11,2,1
1059,30,19,2,1
1752,30,2,0,0
1810,30,14,0,0
1956,30,20,0,1
2033,30,19,0,1
2204,30,28,0,1
2425,30,4,0,1
2478,30,29,2,1
2569,30,1,0,1
3053,30,13,2,1
3420,30,122,2,1
3663,30,70,2,1
3876,30,17,2,1
3881,30,53,1,1
3909,30,9,0,1
3945,30,3,0,1
3955,30,28,2,1
43,29,30,0,0
1215,29,53,2,1
1412,29,6,0,1
1739,29,36,0,0
1771,29,436,1,0
1876,29,28,2,1
1911,29,16,0,1
1976,29,22,0,1
2226,29,17,0,0
2428,29,2,0,1
2460,29,24,3,0
2965,29,1,0,1
3365,29,19,2,1
3392,29,10,0,0
3444,29,1,0,1
3551,29,16,2,1
3737,29,2,0,1
3912,29,49,1,0
4052,29,7,0,1
443,28,13,2,1
927,28,8,2,1
931,28,161,0,0
1330,28,94,0,0
1491,28,14,0,0
1742,28,27,2,1
1944,28,9,0,1
2067,28,54,0,0
2131,28,9,0,1
2344,28,25,0,0
2563,28,16,2,1
2902,28,18,0,1
3236,28,29,0,0
3585,28,13,0,1
3781,28,1,0,0
3857,28,23,0,2
3943,28,16,0,0
827,27,1,0,0
1200,27,39,0,1
1257,27,8,0,1
1502,27,4,2,1
2072,27,16,0,0
2119,27,3,2,1
2362,27,3,0,0
2451,27,6,0,0
2468,27,41,2,1
2776,27,4,0,1
2876,27,20,0,1
3271,27,5,0,0
3318,27,25,0,0
3631,27,45,2,0
3694,27,16,0,1
3829,27,1,0,1
3891,27,1,0,1
3893,27,49,1,0
3905,27,75,0,1
3928,27,3,0,1
3984,27,16,0,1
4015,27,7,0,1
4066,27,5,0,0
16,26,7,0,0
526,26,36,2,1
1103,26,5,0,1
2002,26,7,0,1
2106,26,2,0,0
2180,26,30,0,1
2216,26,6,0,1
2398,26,2,2,1
2484,26,27,0,1
2496,26,12,0,1
2548,26,53,0,1
2620,26,5,0,1
3138,26,12,0,0
3177,26,6,0,0
3343,26,3,1,0
3456,26,27,2,1
4022,26,34,0,0
4037,26,3,2,1
244,25,10,0,1
311,25,102,2,1
338,25,5,0,1
658,25,30,0,0
1084,25,19,0,0
1667,25,53,0,0
2166,25,1,0,1
2169,25,14,0,1
2188,25,14,0,1
2206,25,6,0,0
2298,25,9,0,1
2476,25,1,0,1
2594,25,9,0,0
2605,25,6,0,0
2756,25,32,0,1
2869,25,7,0,0
3329,25,3,0,1
3410,25,10,2,1
3595,25,34,0,1
3677,25,11,0,0
3771,25,9,0,1
3791,25,17,0,1
3889,25,23,0,0
306,24,4,0,1
370,24,7,2,1
612,24,1,0,1
972,24,6,1,0
1149,24,72,1,0
1653,24,79,0,0
1802,24,3,0,0
2098,24,37,0,1
2115,24,12,0,1
2126,24,62,2,1
2374,24,11,0,1
2897,24,10,0,0
3017,24,23,0,1
3389,24,5,0,0
3710,24,4,0,0
3713,24,2,0,1
3777,24,7,0,1
3806,24,31,0,0
846,23,8,1,2
864,23,10,0,1
1272,23,17,0,1
1305,23,1,0,1
1518,23,5,0,1
1576,23,5,0,0
2120,23,14,0,0
2494,23,1,0,1
2528,23,41,2,1
2545,23,93,0,0
2833,23,21,0,0
3495,23,3,0,1
3678,23,13,0,0
3974,23,10,0,0
591,22,4,0,0
675,22,11,0,1
717,22,38,0,0
779,22,137,1,0
1010,22,2,0,1
1338,22,3,0,1
1616,22,3,0,1
1893,22,10,0,1
2251,22,8,0,0
2382,22,12,0,0
2834,22,3,0,0
2877,22,16,1,1
2928,22,3,0,1
2949,22,34,0,1
3094,22,47,0,1
3545,22,5,0,0
3553,22,5,2,1
3601,22,8,0,0
3609,22,3,0,1
3911,22,32,2,1
3952,22,7,0,1
1066,21,6,2,1
1280,21,5,0,1
1421,21,5,0,1
1535,21,30,2,1
1782,21,10,0,0
1927,21,144,2,1
2088,21,54,1,0
2336,21,50,2,0
2371,21,29,0,0
2500,21,80,2,1
2706,21,9,0,0
2872,21,42,0,0
2914,21,75,0,1
2983,21,5,0,1
3107,21,18,0,1
3278,21,14,0,1
3427,21,4,0,0
3484,21,19,0,0
3500,21,49,0,1
3788,21,2,0,0
3872,21,8,0,1
3886,21,29,2,1
3999,21,3,0,1
274,20,28,0,0
379,20,4,0,0
587,20,9,0,0
598,20,16,0,1
926,20,35,2,1
981,20,1,0,1
1912,20,7,0,0
2523,20,60,0,0
3066,20,2,0,1
3195,20,2,0,1
3211,20,167,2,1
3222,20,4,0,1
3534,20,8,2,1
3724,20,4,0,1
3902,20,5,0,1
3965,20,11,0,0
4003,20,11,0,1
982,19,2,0,1
1073,19,14,2,1
1143,19,126,2,1
1637,19,102,2,0
2140,19,84,0,2
2150,19,96,2,1
2255,19,7,0,1
2329,19,25,0,1
2433,19,3,0,1
2499,19,2,2,1
2544,19,6,0,0
2720,19,4,0,1
2807,19,2,0,0
2812,19,2,0,0
2818,19,3,0,0
2849,19,10,2,1
2952,19,8,0,1
3180,19,4,2,1
3216,19,40,0,1
3310,19,3,0,1
3440,19,9,0,1
3763,19,4,2,1
4033,19,2,0,1
4046,19,6,0,1
517,18,9,0,1
1209,18,25,2,1
1235,18,16,0,0
1273,18,2,0,1
1871,18,52,0,0
2101,18,24,0,0
2175,18,94,0,1
2345,18,10,0,0
2358,18,5,0,0
2481,18,1,0,1
2951,18,1,0,1
3168,18,7,0,1
3229,18,5,2,1
3279,18,3,0,1
3363,18,7,0,0
3539,18,13,2,1
4030,18,13,0,1
156,17,188,2,1
901,17,1,0,1
1409,17,370,1,0
2151,17,15,0,0
2744,17,6,2,1
2948,17,42,2,1
2963,17,3,0,0
3048,17,11,0,1
3139,17,7,0,0
3199,17,1,0,1
3253,17,20,2,1
3906,17,369,1,0
3919,17,1,0,1
3920,17,11,0,2
3983,17,35,0,0
4001,17,2,0,0
4017,17,8,2,1
448,16,5,0,1
1166,16,2,0,1
1542,16,41,0,1
2171,16,10,0,0
2405,16,3,0,0
2910,16,6,2,1
3166,16,5,2,1
3225,16,1,0,1
3542,16,2,0,0
3588,16,45,2,1
3794,16,13,0,0
4008,16,2,0,1
286,15,332,1,0
299,15,4,0,0
766,15,8,0,0
1226,15,19,0,0
1532,15,17,0,1
1635,15,3,2,1
1668,15,25,1,2
1941,15,4,0,1
2068,15,5,0,1
2081,15,19,0,1
2320,15,1,0,0
2335,15,2,0,1
2455,15,10,2,2
2480,15,8,0,1
2816,15,3,0,1
3075,15,6,0,1
3163,15,8,0,1
3207,15,8,0,1
3331,15,3,0,1
3332,15,7,0,1
3346,15,6,0,1
3511,15,1,0,0
3756,15,8,1,0
3838,15,6,0,0
3927,15,2,0,1
804,14,12,0,1
1381,14,10,0,1
1797,14,6,0,0
1815,14,13,2,1
1857,14,1,0,1
1994,14,1,0,0
2514,14,2,0,0
2531,14,9,0,0
2858,14,56,2,1
2899,14,32,2,1
3115,14,72,0,1
3209,14,1,0,1
3266,14,8,1,1
3443,14,3,0,0
3552,14,3,0,1
3775,14,37,1,0
3790,14,1,0,0
3836,14,174,0,0
3929,14,7,0,1
961,13,4,0,0
1438,13,2,0,1
1971,13,2,0,1
2143,13,28,0,1
2179,13,12,0,1
2263,13,6,0,1
2488,13,7,0,0
2562,13,7,2,1
2604,13,4,0,0
3431,13,1,0,0
3446,13,6,0,0
3618,13,3,0,0
3679,13,245,1,2
4002,13,289,2,1
33,12,7,1,1
481,12,45,0,2
629,12,1,0,1
677,12,4,0,1
1685,12,39,0,0
1746,12,172,1,0
1897,12,2,0,1
2737,12,9,2,1
2811,12,5,0,0
2905,12,2,0,1
2992,12,2,0,0
3032,12,12,0,0
3155,12,1,2,1
3157,12,32,1,1
3339,12,1,0,1
3396,12,3,0,1
3608,12,1,0,0
3877,12,4,0,1
3968,12,22,0,1
4024,12,4,0,1
100,11,13,2,1
407,11,4,0,1
868,11,8,4,1
1040,11,39,1,1
1255,11,19,0,0
1373,11,121,1,0
1461,11,2,0,0
1529,11,4,0,1
1839,11,14,2,1
2080,11,6,0,0
2661,11,9,0,0
2779,11,13,0,1
2854,11,5,0,0
3201,11,21,1,0
3374,11,16,0,1
3447,11,143,1,1
3739,11,283,1,2
1088,10,5,0,0
1675,10,9,0,1
1895,10,23,1,0
2177,10,189,2,1
2182,10,1,0,1
2213,10,6,0,0
2246,10,14,2,0
2454,10,14,0,1
2752,10,59,0,1
2817,10,4,0,0
3260,10,6,0,1
3536,10,14,0,1
3645,10,1,0,1
3753,10,4,0,1
3834,10,2,0,2
261,9,4,0,2
767,9,19,0,0
971,9,2,0,1
1493,9,11,0,0
1503,9,2,0,1
1510,9,176,2,1
1636,9,5,0,1
1950,9,15,2,1
2176,9,1,0,0
2212,9,12,2,1
2254,9,8,0,1
2267,9,4,0,1
2384,9,8,0,1
2529,9,13,0,1
2681,9,1,2,1
2722,9,8,1,1
2739,9,234,2,1
2764,9,41,2,1
2947,9,11,2,1
3109,9,11,0,0
3261,9,6,0,0
3375,9,4,0,0
3462,9,2,0,0
3933,9,2,0,1
4020,9,3,0,0
362,8,14,0,0
538,8,12,0,0
910,8,10,0,1
976,8,2,0,0
990,8,6,0,1
1496,8,52,1,1
1568,8,24,0,0
1860,8,4,0,1
1945,8,1,0,0
2073,8,2,0,1
2099,8,1,0,1
2157,8,11,0,1
2243,8,71,1,2
2258,8,4,0,1
2672,8,4,0,0
2959,8,3,0,0
3005,8,62,0,1
3262,8,3,0,0
3480,8,6,0,1
3736,8,20,1,1
3964,8,5,0,0
4010,8,5,0,1
4018,8,3,2,1
4061,8,4,2,1
4065,8,33,0,1
556,7,52,2,1
648,7,23,2,1
709,7,1,0,1
738,7,19,0,0
1601,7,8,1,2
1804,7,3,0,0
2008,7,15,0,1
2113,7,1,0,0
2147,7,360,0,0
2240,7,18,0,0
2386,7,6,0,0
2432,7,13,2,1
2728,7,22,2,1
2871,7,2,0,1
2971,7,85,2,1
3853,7,13,2,1
3901,7,8,0,1
3925,7,394,1,2
3947,7,3,2,1
453,6,1,0,1
659,6,5,0,1
1156,6,7,2,1
1234,6,3,1,0
1380,6,2,1,1
1611,6,7,1,0
1716,6,44,1,2
1827,6,7,0,0
2184,6,2,0,0
2466,6,3,0,0
2707,6,6,0,1
2766,6,7,2,1
2844,6,1,0,1
2988,6,3,0,0
3193,6,2,0,1
3231,6,1,0,1
3474,6,53,2,1
3634,6,10,2,1
3637,6,4,0,1
3786,6,1,0,0
3802,6,20,1,1
1120,5,1,0,0
1258,5,2,0,1
1499,5,1,0,1
2193,5,2,0,1
2272,5,8,2,1
2339,5,5,0,1
2911,5,5,0,1
3057,5,191,2,1
3300,5,2,0,0
3320,5,1,0,2
3752,5,6,0,1
3931,5,1,0,0
3942,5,4,0,1
3987,5,34,2,1
594,4,8,2,1
673,4,1,0,0
917,4,1,0,1
930,4,4,0,1
1243,4,4,0,1
1356,4,4,1,0
1726,4,45,2,1
2222,4,1,0,1
2268,4,14,1,1
2309,4,5,0,1
2630,4,2,0,0
2715,4,2,0,1
2829,4,12,0,1
2966,4,8,2,1
2998,4,3,0,1
3119,4,1,0,1
3133,4,5,0,0
3548,4,31,2,1
3664,4,1,0,1
3960,4,2,1,2
4025,4,1,1,2
4054,4,4,0,1
425,3,1,0,1
608,3,7,0,1
700,3,24,2,1
974,3,1,0,1
1263,3,5,0,1
1408,3,13,1,1
1520,3,3,0,1
1544,3,1,0,1
1966,3,11,0,0
2402,3,1,0,1
2412,3,3,0,0
2524,3,6,2,1
2702,3,1,0,0
2735,3,4,1,0
3033,3,2,0,1
3047,3,12,1,0
3090,3,1,0,0
3570,3,9,1,1
3589,3,21,2,1
3592,3,1,2,1
3622,3,1,0,1
3760,3,8,0,1
3864,3,2,0,1
456,2,6,0,0
894,2,2,0,1
985,2,1,0,1
1401,2,3,1,0
1420,2,7,1,2
1607,2,7,1,2
1710,2,3,0,1
2130,2,9,1,1
2186,2,2,2,1
2208,2,4,0,1
2588,2,18,0,0
2847,2,25,0,0
2894,2,1,2,2
2895,2,1,0,1
3333,2,5,2,1
3476,2,26,3,0
3555,2,6,0,1
3581,2,3,0,1
3839,2,2,0,1
3923,2,4,2,1
4026,2,1,0,0
4036,2,42,1,1
4049,2,4,1,0
590,1,1,0,0
699,1,1,2,1
986,1,1,0,1
1251,1,5,0,1
1293,1,1,0,1
1830,1,45,2,1
1846,1,8,1,0
1962,1,139,0,0
1997,1,1,0,1
2207,1,1,0,1
2334,1,1,0,1
2348,1,3,0,1
2443,1,276,2,1
2456,1,5,0,3
2536,1,4,2,1
2927,1,2,0,1
3019,1,4,0,1
3058,1,117,2,0
3167,1,5,0,3
3371,1,2,0,0
3387,1,1,2,1
3566,1,5,2,1
3888,1,1,0,0
3932,1,1,0,1
4047,1,2,2,1
4058,1,1,0,1
